Time,Gravity Acceleration,Angular Velocity,Linear Acceleration
117.89,"(9.76, -0.96, -0.28)","(0.36, 0.81, -0.19)","(-1.56, -13.69, 45.56)"
117.91,"(9.76, -0.92, -0.21)","(0.74, 1.21, -0.07)","(-1.78, 26.25, -39.4)"
117.93,"(9.77, -0.91, -0.22)","(0.31, 0.18, 0.21)","(0.24, 3.66, 77.23)"
117.95,"(9.77, -0.89, -0.26)","(0.66, 0.2, 0.17)","(-0.73, -2.02, -19.35)"
117.97,"(9.77, -0.89, -0.29)","(0.71, 0.03, -0.07)","(1.33, -29.34, 21.69)"
117.99,"(9.77, -0.89, -0.3)","(0.38, -0.05, -0.12)","(1.17, -9.98, 26.88)"
118.01,"(9.76, -0.9, -0.32)","(0.7, -0.41, -0.22)","(1.41, -18.0, 33.35)"
118.03,"(9.76, -0.91, -0.33)","(0.25, -0.28, -0.08)","(-0.99, 15.49, -12.23)"
118.05,"(9.76, -0.95, -0.33)","(0.51, -0.64, 0.13)","(0.43, 1.87, 49.4)"
118.07,"(9.75, -1.01, -0.31)","(0.52, -0.54, 0.28)","(-1.24, 11.29, 1.07)"
118.09,"(9.75, -1.04, -0.29)","(0.29, -0.18, 0.16)","(-0.46, 3.02, -42.48)"
118.11,"(9.75, -1.09, -0.25)","(0.69, -0.33, 0.25)","(-0.6, -7.22, 28.33)"
118.13,"(9.74, -1.13, -0.22)","(0.7, -0.21, 0.11)","(0.13, -9.24, -21.15)"
118.15,"(9.74, -1.13, -0.22)","(0.31, 0.01, -0.07)","(0.84, 7.25, -39.51)"
118.17,"(9.74, -1.12, -0.22)","(0.65, 0.11, -0.17)","(0.44, -10.68, -10.43)"
118.19,"(9.74, -1.12, -0.22)","(0.27, 0.16, -0.1)","(0.12, 6.51, -10.09)"
118.21,"(9.74, -1.12, -0.19)","(0.61, 0.57, -0.2)","(0.63, -12.16, -33.98)"
118.23,"(9.75, -1.11, -0.14)","(0.59, 0.84, -0.16)","(-0.52, 3.28, -13.34)"
118.25,"(9.74, -1.12, -0.14)","(0.23, 0.3, -0.01)","(-0.68, 15.35, 32.65)"
118.27,"(9.74, -1.13, -0.16)","(0.41, 0.44, -0.05)","(-0.47, -2.33, -27.46)"
118.29,"(9.74, -1.11, -0.24)","(0.2, -0.15, -0.12)","(-0.1, 6.81, 26.95)"
118.31,"(9.74, -1.11, -0.28)","(0.04, -0.23, -0.15)","(0.64, -12.78, 40.62)"
118.33,"(9.74, -1.1, -0.34)","(0.04, -0.65, -0.4)","(0.24, -23.75, 30.74)"
118.35,"(9.75, -1.03, -0.33)","(0.05, -0.26, -0.18)","(0.04, 55.21, 4.18)"
118.37,"(9.76, -0.9, -0.33)","(-0.63, -0.76, -0.13)","(-0.94, 44.21, 55.17)"
118.39,"(9.77, -0.8, -0.36)","(-1.09, -0.86, 0.05)","(-1.99, 2.94, -11.87)"
118.41,"(9.77, -0.8, -0.38)","(-0.64, -0.32, 0.2)","(1.17, -34.24, -60.63)"
118.43,"(9.77, -0.81, -0.42)","(-1.45, -0.56, 0.45)","(-1.39, 21.48, 12.68)"
118.45,"(9.77, -0.82, -0.42)","(-0.7, -0.15, 0.1)","(2.05, -45.41, -25.18)"
118.47,"(9.76, -0.85, -0.45)","(-1.49, -0.35, 0.17)","(-0.28, -2.25, 7.47)"
118.49,"(9.76, -0.89, -0.49)","(-1.4, -0.31, 0.03)","(1.01, -16.64, -11.22)"
118.51,"(9.75, -0.91, -0.5)","(-0.61, -0.08, 0.06)","(0.17, 7.57, -9.61)"
118.53,"(9.74, -1.0, -0.52)","(-1.19, -0.08, 0.16)","(0.66, -23.95, 0.62)"
118.55,"(9.74, -1.05, -0.53)","(-0.44, -0.04, 0.08)","(-0.54, 10.41, 3.75)"
118.57,"(9.74, -1.08, -0.51)","(-0.68, 0.35, -0.18)","(1.55, -14.79, -30.59)"
118.59,"(9.74, -1.06, -0.45)","(-0.35, 0.79, -0.25)","(0.43, 20.03, -30.94)"
118.61,"(9.75, -1.03, -0.4)","(0.05, 0.58, -0.08)","(-1.22, 19.09, 14.56)"
118.63,"(9.76, -0.97, -0.29)","(0.62, 1.63, -0.33)","(0.32, 0.59, -81.5)"
118.65,"(9.76, -0.94, -0.23)","(0.36, 0.81, -0.2)","(-1.64, -7.28, 63.7)"
118.67,"(9.77, -0.91, -0.22)","(0.64, 0.65, 0.23)","(-1.73, 45.06, -3.86)"
118.69,"(9.77, -0.9, -0.25)","(0.62, 0.24, 0.24)","(-0.13, -8.73, 22.64)"
118.71,"(9.77, -0.89, -0.27)","(0.3, 0.05, 0.02)","(1.4, -31.41, 24.69)"
118.73,"(9.77, -0.89, -0.29)","(0.74, -0.02, -0.13)","(0.67, -14.46, 7.81)"
118.75,"(9.76, -0.89, -0.31)","(0.7, -0.22, -0.22)","(1.42, -15.55, 31.42)"
118.77,"(9.76, -0.9, -0.32)","(0.26, -0.29, -0.08)","(-0.26, 10.38, 6.58)"
118.79,"(9.76, -0.93, -0.33)","(0.55, -0.65, -0.01)","(0.68, -7.1, 42.3)"
118.81,"(9.76, -0.96, -0.33)","(0.23, -0.3, 0.12)","(-1.4, 20.01, -31.06)"
118.83,"(9.75, -1.03, -0.29)","(0.73, -0.62, 0.38)","(-0.64, 3.26, 58.62)"
118.85,"(9.75, -1.07, -0.26)","(0.38, -0.23, 0.19)","(-0.4, 0.0, -54.36)"
118.87,"(9.74, -1.1, -0.24)","(0.51, -0.17, 0.1)","(0.13, -11.88, -8.54)"
118.89,"(9.74, -1.13, -0.22)","(0.53, -0.14, 0.07)","(-0.06, -0.71, -5.13)"
118.91,"(9.74, -1.13, -0.22)","(0.62, 0.01, -0.14)","(0.68, -2.98, -25.68)"
118.93,"(9.74, -1.12, -0.22)","(0.35, 0.11, -0.11)","(0.38, 2.34, -15.65)"
118.95,"(9.74, -1.12, -0.22)","(0.62, 0.38, -0.23)","(0.79, -13.72, -31.83)"
118.97,"(9.75, -1.12, -0.16)","(0.62, 0.89, -0.18)","(-0.2, 3.08, -25.67)"
118.99,"(9.75, -1.12, -0.14)","(0.26, 0.37, -0.06)","(-0.91, 14.36, 37.02)"
119.01,"(9.74, -1.13, -0.14)","(0.49, 0.64, -0.03)","(-0.47, -1.92, -40.2)"
119.03,"(9.74, -1.12, -0.17)","(0.12, -0.02, -0.05)","(0.05, 9.01, 53.68)"
119.05,"(9.74, -1.11, -0.27)","(0.2, -0.22, -0.17)","(-0.2, -4.5, -8.28)"
117.79,"(9.74, -1.06, -0.53)","(-0.98, -0.08, 0.16)","(0.02, -21.16, 10.33)"
117.81,"(9.74, -1.07, -0.52)","(-0.33, 0.13, -0.06)","(0.1, 21.68, -16.49)"
117.83,"(9.74, -1.07, -0.48)","(-0.55, 0.55, -0.32)","(1.36, -13.96, -30.54)"
117.85,"(9.74, -1.05, -0.44)","(-0.09, 0.59, -0.09)","(-0.78, 31.81, -2.69)"
117.87,"(9.75, -1.0, -0.34)","(0.39, 1.4, -0.23)","(0.47, 10.59, -63.53)"
117.89,"(9.76, -0.96, -0.28)","(0.36, 0.81, -0.19)","(-1.56, -13.69, 45.56)"
117.91,"(9.76, -0.92, -0.21)","(0.74, 1.21, -0.07)","(-1.78, 26.25, -39.4)"
117.93,"(9.77, -0.91, -0.22)","(0.31, 0.18, 0.21)","(0.24, 3.66, 77.23)"
117.95,"(9.77, -0.89, -0.26)","(0.66, 0.2, 0.17)","(-0.73, -2.02, -19.35)"
117.97,"(9.77, -0.89, -0.29)","(0.71, 0.03, -0.07)","(1.33, -29.34, 21.69)"
117.99,"(9.77, -0.89, -0.3)","(0.38, -0.05, -0.12)","(1.17, -9.98, 26.88)"
118.01,"(9.76, -0.9, -0.32)","(0.7, -0.41, -0.22)","(1.41, -18.0, 33.35)"
118.03,"(9.76, -0.91, -0.33)","(0.25, -0.28, -0.08)","(-0.99, 15.49, -12.23)"
118.05,"(9.76, -0.95, -0.33)","(0.51, -0.64, 0.13)","(0.43, 1.87, 49.4)"
118.07,"(9.75, -1.01, -0.31)","(0.52, -0.54, 0.28)","(-1.24, 11.29, 1.07)"
118.09,"(9.75, -1.04, -0.29)","(0.29, -0.18, 0.16)","(-0.46, 3.02, -42.48)"
118.11,"(9.75, -1.09, -0.25)","(0.69, -0.33, 0.25)","(-0.6, -7.22, 28.33)"
118.13,"(9.74, -1.13, -0.22)","(0.7, -0.21, 0.11)","(0.13, -9.24, -21.15)"
118.15,"(9.74, -1.13, -0.22)","(0.31, 0.01, -0.07)","(0.84, 7.25, -39.51)"
118.17,"(9.74, -1.12, -0.22)","(0.65, 0.11, -0.17)","(0.44, -10.68, -10.43)"
118.19,"(9.74, -1.12, -0.22)","(0.27, 0.16, -0.1)","(0.12, 6.51, -10.09)"
118.21,"(9.74, -1.12, -0.19)","(0.61, 0.57, -0.2)","(0.63, -12.16, -33.98)"
118.23,"(9.75, -1.11, -0.14)","(0.59, 0.84, -0.16)","(-0.52, 3.28, -13.34)"
118.25,"(9.74, -1.12, -0.14)","(0.23, 0.3, -0.01)","(-0.68, 15.35, 32.65)"
118.27,"(9.74, -1.13, -0.16)","(0.41, 0.44, -0.05)","(-0.47, -2.33, -27.46)"
118.29,"(9.74, -1.11, -0.24)","(0.2, -0.15, -0.12)","(-0.1, 6.81, 26.95)"
118.31,"(9.74, -1.11, -0.28)","(0.04, -0.23, -0.15)","(0.64, -12.78, 40.62)"
118.33,"(9.74, -1.1, -0.34)","(0.04, -0.65, -0.4)","(0.24, -23.75, 30.74)"
118.35,"(9.75, -1.03, -0.33)","(0.05, -0.26, -0.18)","(0.04, 55.21, 4.18)"
118.37,"(9.76, -0.9, -0.33)","(-0.63, -0.76, -0.13)","(-0.94, 44.21, 55.17)"
118.39,"(9.77, -0.8, -0.36)","(-1.09, -0.86, 0.05)","(-1.99, 2.94, -11.87)"
118.41,"(9.77, -0.8, -0.38)","(-0.64, -0.32, 0.2)","(1.17, -34.24, -60.63)"
118.43,"(9.77, -0.81, -0.42)","(-1.45, -0.56, 0.45)","(-1.39, 21.48, 12.68)"
118.45,"(9.77, -0.82, -0.42)","(-0.7, -0.15, 0.1)","(2.05, -45.41, -25.18)"
118.47,"(9.76, -0.85, -0.45)","(-1.49, -0.35, 0.17)","(-0.28, -2.25, 7.47)"
118.49,"(9.76, -0.89, -0.49)","(-1.4, -0.31, 0.03)","(1.01, -16.64, -11.22)"
118.51,"(9.75, -0.91, -0.5)","(-0.61, -0.08, 0.06)","(0.17, 7.57, -9.61)"
118.53,"(9.74, -1.0, -0.52)","(-1.19, -0.08, 0.16)","(0.66, -23.95, 0.62)"
118.55,"(9.74, -1.05, -0.53)","(-0.44, -0.04, 0.08)","(-0.54, 10.41, 3.75)"
118.57,"(9.74, -1.08, -0.51)","(-0.68, 0.35, -0.18)","(1.55, -14.79, -30.59)"
118.59,"(9.74, -1.06, -0.45)","(-0.35, 0.79, -0.25)","(0.43, 20.03, -30.94)"
118.61,"(9.75, -1.03, -0.4)","(0.05, 0.58, -0.08)","(-1.22, 19.09, 14.56)"
118.63,"(9.76, -0.97, -0.29)","(0.62, 1.63, -0.33)","(0.32, 0.59, -81.5)"
118.65,"(9.76, -0.94, -0.23)","(0.36, 0.81, -0.2)","(-1.64, -7.28, 63.7)"
118.67,"(9.77, -0.91, -0.22)","(0.64, 0.65, 0.23)","(-1.73, 45.06, -3.86)"
118.69,"(9.77, -0.9, -0.25)","(0.62, 0.24, 0.24)","(-0.13, -8.73, 22.64)"
118.71,"(9.77, -0.89, -0.27)","(0.3, 0.05, 0.02)","(1.4, -31.41, 24.69)"
118.73,"(9.77, -0.89, -0.29)","(0.74, -0.02, -0.13)","(0.67, -14.46, 7.81)"
118.75,"(9.76, -0.89, -0.31)","(0.7, -0.22, -0.22)","(1.42, -15.55, 31.42)"
118.77,"(9.76, -0.9, -0.32)","(0.26, -0.29, -0.08)","(-0.26, 10.38, 6.58)"
118.79,"(9.76, -0.93, -0.33)","(0.55, -0.65, -0.01)","(0.68, -7.1, 42.3)"
118.81,"(9.76, -0.96, -0.33)","(0.23, -0.3, 0.12)","(-1.4, 20.01, -31.06)"
118.83,"(9.75, -1.03, -0.29)","(0.73, -0.62, 0.38)","(-0.64, 3.26, 58.62)"
118.85,"(9.75, -1.07, -0.26)","(0.38, -0.23, 0.19)","(-0.4, 0.0, -54.36)"
118.87,"(9.74, -1.1, -0.24)","(0.51, -0.17, 0.1)","(0.13, -11.88, -8.54)"
118.89,"(9.74, -1.13, -0.22)","(0.53, -0.14, 0.07)","(-0.06, -0.71, -5.13)"
118.91,"(9.74, -1.13, -0.22)","(0.62, 0.01, -0.14)","(0.68, -2.98, -25.68)"
118.93,"(9.74, -1.12, -0.22)","(0.35, 0.11, -0.11)","(0.38, 2.34, -15.65)"
118.95,"(9.74, -1.12, -0.22)","(0.62, 0.38, -0.23)","(0.79, -13.72, -31.83)"
118.97,"(9.75, -1.12, -0.16)","(0.62, 0.89, -0.18)","(-0.2, 3.08, -25.67)"
118.99,"(9.75, -1.12, -0.14)","(0.26, 0.37, -0.06)","(-0.91, 14.36, 37.02)"
119.01,"(9.74, -1.13, -0.14)","(0.49, 0.64, -0.03)","(-0.47, -1.92, -40.2)"
119.03,"(9.74, -1.12, -0.17)","(0.12, -0.02, -0.05)","(0.05, 9.01, 53.68)"
119.05,"(9.74, -1.11, -0.27)","(0.2, -0.22, -0.17)","(-0.2, -4.5, -8.28)"
119.07,"(9.74, -1.11, -0.3)","(0.02, -0.3, -0.19)","(0.68, -13.31, 43.89)"
119.09,"(9.75, -1.05, -0.33)","(0.06, -0.66, -0.42)","(0.3, 5.06, 41.15)"
119.11,"(9.75, -0.99, -0.32)","(-0.04, -0.24, -0.15)","(-0.4, 29.83, -17.06)"
119.13,"(9.76, -0.92, -0.29)","(-0.59, -0.56, -0.1)","(-0.86, 13.66, 43.35)"
119.15,"(9.76, -0.92, -0.29)","(-0.79, -0.57, 0.22)","(-0.95, -0.44, -14.06)"
119.17,"(9.76, -0.96, -0.29)","(-0.44, -0.2, 0.33)","(0.95, -14.38, -50.06)"
119.19,"(9.75, -1.0, -0.29)","(-0.41, -0.2, 0.33)","(-0.25, 1.16, 3.74)"
119.21,"(9.74, -1.11, -0.26)","(-0.79, -0.29, 0.53)","(-0.93, -15.45, 24.42)"
119.23,"(9.73, -1.23, -0.23)","(-0.55, -0.31, 0.23)","(-0.13, -44.87, 2.98)"
119.25,"(9.72, -1.3, -0.21)","(-0.17, -0.13, 0.14)","(0.59, 20.69, -23.19)"
119.27,"(9.7, -1.48, -0.12)","(-0.09, 0.01, 0.46)","(-1.73, -34.75, 20.66)"
119.29,"(9.68, -1.58, -0.06)","(0.08, 0.08, 0.3)","(1.39, 36.07, -25.46)"
119.31,"(9.65, -1.78, 0.07)","(0.39, 0.22, 0.66)","(-2.93, -28.51, 29.37)"
119.33,"(9.63, -1.87, 0.15)","(0.26, 0.13, 0.28)","(2.0, 25.04, -26.12)"
119.35,"(9.59, -2.03, 0.34)","(0.8, 0.42, 0.45)","(-4.55, -34.9, 35.13)"
119.37,"(9.59, -2.03, 0.43)","(0.43, 0.37, -0.06)","(6.17, 50.88, -53.55)"
119.39,"(9.59, -2.01, 0.46)","(0.22, 0.19, -0.13)","(1.27, 2.36, -12.68)"
119.41,"(9.6, -1.98, 0.47)","(0.43, 0.3, -0.28)","(1.65, -14.16, -24.83)"
119.43,"(9.6, -1.97, 0.45)","(0.17, 0.09, -0.12)","(-0.6, 10.47, 10.03)"
119.45,"(9.6, -1.99, 0.38)","(0.25, -0.1, -0.17)","(0.03, -20.49, -13.69)"
119.47,"(9.6, -2.01, 0.34)","(0.09, -0.1, -0.06)","(-0.97, 15.77, 19.42)"
119.49,"(9.59, -2.06, 0.26)","(0.07, -0.31, 0.16)","(0.55, 6.64, -3.61)"
119.51,"(9.59, -2.08, 0.19)","(0.12, -0.36, -0.02)","(-1.68, -0.4, 21.88)"
119.53,"(9.59, -2.07, 0.17)","(0.08, -0.2, -0.07)","(-0.07, 4.23, 3.89)"
119.55,"(9.59, -2.06, 0.1)","(0.11, -0.73, -0.31)","(-4.29, -22.65, 36.33)"
119.57,"(9.59, -2.06, 0.07)","(0.04, -0.37, -0.16)","(2.29, 13.42, -21.07)"
119.59,"(9.62, -1.9, -0.04)","(0.0, -0.92, -0.37)","(1.29, 73.24, 31.64)"
119.61,"(9.64, -1.8, -0.07)","(0.0, -0.23, -0.21)","(2.15, -23.02, -41.88)"
119.63,"(9.69, -1.53, -0.12)","(-0.29, 0.12, -0.58)","(6.3, 68.25, -41.92)"
119.65,"(9.7, -1.45, -0.16)","(-0.37, 0.26, -0.16)","(-1.75, -71.67, -17.7)"
119.67,"(9.72, -1.34, -0.22)","(-0.85, 0.49, -0.17)","(3.28, 28.59, -45.11)"
119.69,"(9.72, -1.29, -0.3)","(-1.0, 0.1, 0.23)","(-4.08, 3.37, 34.84)"
119.71,"(9.72, -1.28, -0.31)","(-0.36, 0.11, 0.13)","(-3.12, -41.05, 37.67)"
119.73,"(9.72, -1.3, -0.31)","(-0.56, 0.18, 0.21)","(-0.16, -3.29, 0.41)"
119.75,"(9.72, -1.32, -0.28)","(-0.1, 0.15, -0.02)","(-0.84, -38.85, 16.79)"
119.77,"(9.7, -1.42, -0.21)","(-0.08, 0.18, 0.15)","(-1.5, -24.12, 24.06)"
119.79,"(9.68, -1.57, -0.11)","(0.14, 0.14, 0.4)","(-1.49, 1.31, 17.53)"
119.81,"(9.67, -1.65, -0.05)","(0.13, 0.07, 0.3)","(0.93, 25.26, -14.7)"
119.83,"(9.64, -1.84, 0.1)","(0.44, 0.23, 0.63)","(-3.4, -28.12, 34.73)"
119.85,"(9.62, -1.92, 0.18)","(0.27, 0.12, 0.27)","(2.04, 19.9, -27.56)"
119.87,"(9.59, -2.04, 0.36)","(0.7, 0.41, 0.3)","(-2.81, -22.99, 18.94)"
119.89,"(9.59, -2.02, 0.44)","(0.44, 0.37, -0.11)","(5.33, 36.73, -47.3)"
119.91,"(9.59, -2.0, 0.47)","(0.22, 0.18, -0.13)","(0.94, 3.62, -8.72)"
119.93,"(9.6, -1.98, 0.47)","(0.41, 0.26, -0.27)","(1.91, -14.72, -28.21)"
119.95,"(9.6, -1.97, 0.45)","(0.17, 0.09, -0.12)","(-0.86, 10.94, 13.14)"
119.97,"(9.6, -2.0, 0.37)","(0.23, -0.14, -0.16)","(-0.18, -21.11, -11.76)"
119.99,"(9.59, -2.04, 0.29)","(0.12, -0.25, 0.03)","(-0.36, 13.56, 10.1)"
120.01,"(9.59, -2.06, 0.25)","(0.03, -0.15, 0.08)","(-0.28, 15.3, 13.64)"
120.03,"(9.59, -2.08, 0.19)","(0.13, -0.38, -0.04)","(-1.4, -6.64, 13.89)"
120.05,"(9.59, -2.07, 0.17)","(0.08, -0.19, -0.07)","(0.1, 4.87, 2.05)"
120.07,"(9.59, -2.06, 0.1)","(0.11, -0.73, -0.31)","(-4.37, -23.03, 36.95)"
120.09,"(9.61, -1.99, 0.02)","(0.04, -0.77, -0.32)","(1.81, 40.11, 2.53)"
120.11,"(9.62, -1.92, -0.02)","(0.0, -0.38, -0.15)","(2.75, 12.76, -24.93)"
120.13,"(9.66, -1.71, -0.09)","(-0.01, -0.44, -0.46)","(2.2, 56.29, 2.22)"
120.15,"(9.68, -1.58, -0.11)","(-0.19, 0.13, -0.27)","(2.44, -33.31, -46.67)"
120.17,"(9.71, -1.41, -0.18)","(-0.74, 0.53, -0.37)","(6.16, 26.13, -69.81)"
120.19,"(9.72, -1.32, -0.25)","(-0.91, 0.33, 0.0)","(-3.4, -12.53, 13.89)"
120.21,"(9.72, -1.3, -0.29)","(-0.45, 0.05, 0.11)","(-4.79, -31.96, 51.99)"
120.23,"(9.72, -1.28, -0.31)","(-0.78, 0.23, 0.28)","(0.56, 21.06, -14.93)"
120.25,"(9.72, -1.29, -0.31)","(-0.24, 0.06, 0.07)","(-2.12, -44.04, 34.09)"
120.27,"(9.71, -1.35, -0.26)","(-0.26, 0.26, 0.03)","(-0.32, -39.19, 7.16)"
120.29,"(9.7, -1.47, -0.18)","(-0.01, 0.13, 0.22)","(-2.0, -11.1, 30.13)"
120.31,"(9.69, -1.54, -0.13)","(0.07, 0.08, 0.2)","(0.59, 24.44, -11.44)"
120.33,"(9.66, -1.72, -0.01)","(0.29, 0.14, 0.66)","(-3.08, -17.25, 38.21)"
119.07,"(9.74, -1.11, -0.3)","(0.02, -0.3, -0.19)","(0.68, -13.31, 43.89)"
119.09,"(9.75, -1.05, -0.33)","(0.06, -0.66, -0.42)","(0.3, 5.06, 41.15)"
119.11,"(9.75, -0.99, -0.32)","(-0.04, -0.24, -0.15)","(-0.4, 29.83, -17.06)"
119.13,"(9.76, -0.92, -0.29)","(-0.59, -0.56, -0.1)","(-0.86, 13.66, 43.35)"
119.15,"(9.76, -0.92, -0.29)","(-0.79, -0.57, 0.22)","(-0.95, -0.44, -14.06)"
119.17,"(9.76, -0.96, -0.29)","(-0.44, -0.2, 0.33)","(0.95, -14.38, -50.06)"
119.19,"(9.75, -1.0, -0.29)","(-0.41, -0.2, 0.33)","(-0.25, 1.16, 3.74)"
119.21,"(9.74, -1.11, -0.26)","(-0.79, -0.29, 0.53)","(-0.93, -15.45, 24.42)"
119.23,"(9.73, -1.23, -0.23)","(-0.55, -0.31, 0.23)","(-0.13, -44.87, 2.98)"
119.25,"(9.72, -1.3, -0.21)","(-0.17, -0.13, 0.14)","(0.59, 20.69, -23.19)"
119.27,"(9.7, -1.48, -0.12)","(-0.09, 0.01, 0.46)","(-1.73, -34.75, 20.66)"
119.29,"(9.68, -1.58, -0.06)","(0.08, 0.08, 0.3)","(1.39, 36.07, -25.46)"
119.31,"(9.65, -1.78, 0.07)","(0.39, 0.22, 0.66)","(-2.93, -28.51, 29.37)"
119.33,"(9.63, -1.87, 0.15)","(0.26, 0.13, 0.28)","(2.0, 25.04, -26.12)"
119.35,"(9.59, -2.03, 0.34)","(0.8, 0.42, 0.45)","(-4.55, -34.9, 35.13)"
119.37,"(9.59, -2.03, 0.43)","(0.43, 0.37, -0.06)","(6.17, 50.88, -53.55)"
119.39,"(9.59, -2.01, 0.46)","(0.22, 0.19, -0.13)","(1.27, 2.36, -12.68)"
119.41,"(9.6, -1.98, 0.47)","(0.43, 0.3, -0.28)","(1.65, -14.16, -24.83)"
119.43,"(9.6, -1.97, 0.45)","(0.17, 0.09, -0.12)","(-0.6, 10.47, 10.03)"
119.45,"(9.6, -1.99, 0.38)","(0.25, -0.1, -0.17)","(0.03, -20.49, -13.69)"
119.47,"(9.6, -2.01, 0.34)","(0.09, -0.1, -0.06)","(-0.97, 15.77, 19.42)"
119.49,"(9.59, -2.06, 0.26)","(0.07, -0.31, 0.16)","(0.55, 6.64, -3.61)"
119.51,"(9.59, -2.08, 0.19)","(0.12, -0.36, -0.02)","(-1.68, -0.4, 21.88)"
119.53,"(9.59, -2.07, 0.17)","(0.08, -0.2, -0.07)","(-0.07, 4.23, 3.89)"
119.55,"(9.59, -2.06, 0.1)","(0.11, -0.73, -0.31)","(-4.29, -22.65, 36.33)"
119.57,"(9.59, -2.06, 0.07)","(0.04, -0.37, -0.16)","(2.29, 13.42, -21.07)"
119.59,"(9.62, -1.9, -0.04)","(0.0, -0.92, -0.37)","(1.29, 73.24, 31.64)"
119.61,"(9.64, -1.8, -0.07)","(0.0, -0.23, -0.21)","(2.15, -23.02, -41.88)"
119.63,"(9.69, -1.53, -0.12)","(-0.29, 0.12, -0.58)","(6.3, 68.25, -41.92)"
119.65,"(9.7, -1.45, -0.16)","(-0.37, 0.26, -0.16)","(-1.75, -71.67, -17.7)"
119.67,"(9.72, -1.34, -0.22)","(-0.85, 0.49, -0.17)","(3.28, 28.59, -45.11)"
119.69,"(9.72, -1.29, -0.3)","(-1.0, 0.1, 0.23)","(-4.08, 3.37, 34.84)"
119.71,"(9.72, -1.28, -0.31)","(-0.36, 0.11, 0.13)","(-3.12, -41.05, 37.67)"
119.73,"(9.72, -1.3, -0.31)","(-0.56, 0.18, 0.21)","(-0.16, -3.29, 0.41)"
119.75,"(9.72, -1.32, -0.28)","(-0.1, 0.15, -0.02)","(-0.84, -38.85, 16.79)"
119.77,"(9.7, -1.42, -0.21)","(-0.08, 0.18, 0.15)","(-1.5, -24.12, 24.06)"
119.79,"(9.68, -1.57, -0.11)","(0.14, 0.14, 0.4)","(-1.49, 1.31, 17.53)"
119.81,"(9.67, -1.65, -0.05)","(0.13, 0.07, 0.3)","(0.93, 25.26, -14.7)"
119.83,"(9.64, -1.84, 0.1)","(0.44, 0.23, 0.63)","(-3.4, -28.12, 34.73)"
119.85,"(9.62, -1.92, 0.18)","(0.27, 0.12, 0.27)","(2.04, 19.9, -27.56)"
119.87,"(9.59, -2.04, 0.36)","(0.7, 0.41, 0.3)","(-2.81, -22.99, 18.94)"
119.89,"(9.59, -2.02, 0.44)","(0.44, 0.37, -0.11)","(5.33, 36.73, -47.3)"
119.91,"(9.59, -2.0, 0.47)","(0.22, 0.18, -0.13)","(0.94, 3.62, -8.72)"
119.93,"(9.6, -1.98, 0.47)","(0.41, 0.26, -0.27)","(1.91, -14.72, -28.21)"
119.95,"(9.6, -1.97, 0.45)","(0.17, 0.09, -0.12)","(-0.86, 10.94, 13.14)"
119.97,"(9.6, -2.0, 0.37)","(0.23, -0.14, -0.16)","(-0.18, -21.11, -11.76)"
119.99,"(9.59, -2.04, 0.29)","(0.12, -0.25, 0.03)","(-0.36, 13.56, 10.1)"
120.01,"(9.59, -2.06, 0.25)","(0.03, -0.15, 0.08)","(-0.28, 15.3, 13.64)"
120.03,"(9.59, -2.08, 0.19)","(0.13, -0.38, -0.04)","(-1.4, -6.64, 13.89)"
120.05,"(9.59, -2.07, 0.17)","(0.08, -0.19, -0.07)","(0.1, 4.87, 2.05)"
120.07,"(9.59, -2.06, 0.1)","(0.11, -0.73, -0.31)","(-4.37, -23.03, 36.95)"
120.09,"(9.61, -1.99, 0.02)","(0.04, -0.77, -0.32)","(1.81, 40.11, 2.53)"
120.11,"(9.62, -1.92, -0.02)","(0.0, -0.38, -0.15)","(2.75, 12.76, -24.93)"
120.13,"(9.66, -1.71, -0.09)","(-0.01, -0.44, -0.46)","(2.2, 56.29, 2.22)"
120.15,"(9.68, -1.58, -0.11)","(-0.19, 0.13, -0.27)","(2.44, -33.31, -46.67)"
120.17,"(9.71, -1.41, -0.18)","(-0.74, 0.53, -0.37)","(6.16, 26.13, -69.81)"
120.19,"(9.72, -1.32, -0.25)","(-0.91, 0.33, 0.0)","(-3.4, -12.53, 13.89)"
120.21,"(9.72, -1.3, -0.29)","(-0.45, 0.05, 0.11)","(-4.79, -31.96, 51.99)"
120.23,"(9.72, -1.28, -0.31)","(-0.78, 0.23, 0.28)","(0.56, 21.06, -14.93)"
120.25,"(9.72, -1.29, -0.31)","(-0.24, 0.06, 0.07)","(-2.12, -44.04, 34.09)"
120.27,"(9.71, -1.35, -0.26)","(-0.26, 0.26, 0.03)","(-0.32, -39.19, 7.16)"
120.29,"(9.7, -1.47, -0.18)","(-0.01, 0.13, 0.22)","(-2.0, -11.1, 30.13)"
120.31,"(9.69, -1.54, -0.13)","(0.07, 0.08, 0.2)","(0.59, 24.44, -11.44)"
120.33,"(9.66, -1.72, -0.01)","(0.29, 0.14, 0.66)","(-3.08, -17.25, 38.21)"
120.35,"(9.64, -1.81, 0.08)","(0.24, 0.16, 0.29)","(1.89, 12.21, -29.82)"
120.37,"(9.62, -1.9, 0.16)","(0.28, 0.13, 0.29)","(-0.78, -1.84, 6.06)"
120.39,"(9.59, -2.03, 0.35)","(0.75, 0.42, 0.36)","(-3.49, -27.08, 24.76)"
