Time,Gravity Acceleration,Angular Velocity,Linear Acceleration
193.3,"(9.69, -1.07, -1.11)","(0.26, -0.3, 0.14)","(-7.45, 5.49, -71.25)"
193.32,"(9.69, -1.14, -1.05)","(0.69, -0.43, 0.37)","(3.88, 12.7, 67.46)"
193.34,"(9.69, -1.17, -1.04)","(0.34, -0.14, 0.1)","(-6.5, -20.29, -89.52)"
193.36,"(9.68, -1.22, -1.0)","(0.76, -0.25, 0.14)","(2.06, -16.89, 39.31)"
193.38,"(9.68, -1.22, -0.98)","(0.67, 0.01, -0.15)","(-4.17, -1.87, -74.78)"
193.4,"(9.68, -1.23, -0.98)","(0.29, 0.07, -0.08)","(-1.1, 10.03, -19.13)"
193.42,"(9.68, -1.23, -0.98)","(0.62, 0.36, -0.23)","(-2.79, -28.41, -54.4)"
193.44,"(9.69, -1.23, -0.95)","(0.29, 0.38, -0.09)","(0.34, 24.36, 15.73)"
193.46,"(9.69, -1.24, -0.89)","(0.61, 0.88, -0.17)","(-4.5, -19.33, -59.96)"
193.48,"(9.69, -1.25, -0.89)","(0.22, 0.29, -0.01)","(3.35, 30.26, 56.43)"
193.5,"(9.69, -1.26, -0.91)","(0.42, 0.41, -0.06)","(-4.38, -4.63, -47.02)"
193.52,"(9.68, -1.25, -0.99)","(0.2, -0.15, -0.12)","(3.48, 12.41, 46.02)"
193.54,"(9.68, -1.24, -1.02)","(0.03, -0.28, -0.17)","(6.89, -24.9, 75.8)"
193.56,"(9.67, -1.22, -1.07)","(0.05, -0.63, -0.39)","(3.83, -19.61, 47.55)"
193.58,"(9.68, -1.15, -1.06)","(0.05, -0.26, -0.17)","(-0.1, 76.51, -2.99)"
193.6,"(9.72, -1.02, -0.89)","(-0.9, -0.95, -0.12)","(15.48, 46.84, 292.42)"
193.62,"(9.73, -0.98, -0.82)","(-0.58, -0.47, 0.02)","(-16.51, -40.37, -202.17)"
193.64,"(9.74, -0.94, -0.67)","(-1.59, -0.9, 0.33)","(-3.79, 51.5, 159.08)"
193.66,"(9.75, -0.94, -0.6)","(-0.78, -0.33, 0.2)","(-3.76, -56.49, -190.43)"
193.68,"(9.75, -0.98, -0.43)","(-1.74, -0.51, 0.23)","(-7.27, -10.97, 128.35)"
193.7,"(9.75, -1.0, -0.35)","(-0.79, -0.23, 0.07)","(3.64, -20.82, -143.58)"
193.72,"(9.75, -1.05, -0.2)","(-1.76, -0.46, -0.01)","(-10.33, -21.11, 116.6)"
193.74,"(9.75, -1.08, -0.13)","(-0.71, -0.12, 0.05)","(8.63, 14.63, -139.09)"
193.76,"(9.74, -1.19, 0.04)","(-1.33, -0.18, 0.13)","(-13.19, -31.6, 114.47)"
193.78,"(9.73, -1.24, 0.11)","(-0.51, -0.1, 0.06)","(9.8, 14.88, -108.23)"
193.8,"(9.73, -1.25, 0.32)","(-0.73, 0.33, -0.28)","(-6.05, 2.06, 35.49)"
193.82,"(9.72, -1.21, 0.56)","(-0.41, 0.82, -0.27)","(6.9, 41.66, -60.05)"
193.84,"(9.72, -1.18, 0.61)","(0.13, 0.64, -0.08)","(20.78, -6.54, -141.33)"
193.86,"(9.72, -1.1, 0.74)","(0.73, 1.75, -0.38)","(18.4, -11.88, -147.62)"
193.88,"(9.72, -1.06, 0.8)","(0.37, 0.82, -0.2)","(-17.17, -3.8, 118.41)"
193.9,"(9.72, -1.03, 0.79)","(0.65, 0.38, 0.44)","(-4.84, 93.75, 19.23)"
193.92,"(9.73, -1.02, 0.78)","(0.33, 0.12, 0.11)","(-3.7, -70.44, 45.52)"
193.94,"(9.73, -1.0, 0.72)","(0.74, 0.11, 0.02)","(3.25, -14.46, -33.23)"
193.96,"(9.73, -0.99, 0.72)","(0.39, -0.06, -0.12)","(-5.99, -33.71, 74.82)"
193.98,"(9.73, -0.99, 0.7)","(0.79, -0.3, -0.25)","(-2.61, -31.92, 35.1)"
194.0,"(9.74, -1.0, 0.68)","(0.27, -0.3, -0.08)","(-1.17, 26.49, 2.4)"
194.02,"(9.73, -1.04, 0.67)","(0.6, -0.74, 0.08)","(-9.66, -11.8, 87.89)"
194.04,"(9.73, -1.07, 0.68)","(0.25, -0.33, 0.13)","(5.67, 32.64, -65.01)"
194.06,"(9.72, -1.1, 0.69)","(0.33, -0.26, 0.17)","(-0.57, 5.66, 0.16)"
194.08,"(9.71, -1.16, 0.74)","(0.72, -0.41, 0.34)","(-7.97, -4.69, 54.79)"
194.1,"(9.71, -1.18, 0.75)","(0.37, -0.12, 0.08)","(10.96, -8.74, -83.83)"
194.12,"(9.71, -1.2, 0.77)","(0.77, -0.15, 0.03)","(-1.52, -18.81, 9.7)"
194.14,"(9.71, -1.19, 0.77)","(0.33, 0.01, -0.08)","(6.85, 20.58, -47.73)"
194.16,"(9.71, -1.17, 0.76)","(0.68, 0.26, -0.22)","(7.84, -28.44, -53.58)"
194.18,"(9.71, -1.17, 0.76)","(0.28, 0.16, -0.1)","(-2.99, 24.35, 18.74)"
194.2,"(9.71, -1.15, 0.8)","(0.66, 0.88, -0.19)","(11.18, -20.76, -87.24)"
194.22,"(9.71, -1.14, 0.82)","(0.28, 0.4, -0.07)","(-9.16, 25.84, 65.26)"
194.24,"(9.71, -1.14, 0.82)","(0.52, 0.67, -0.03)","(7.92, -1.86, -75.0)"
194.26,"(9.71, -1.13, 0.78)","(0.14, 0.01, -0.05)","(-10.69, 13.44, 91.86)"
194.28,"(9.72, -1.11, 0.67)","(0.2, -0.28, -0.2)","(0.48, -10.73, -7.99)"
194.3,"(9.73, -1.11, 0.64)","(0.02, -0.31, -0.19)","(-7.44, -19.45, 71.61)"
194.32,"(9.74, -1.04, 0.6)","(0.07, -0.64, -0.41)","(-7.13, 23.1, 69.53)"
194.34,"(9.74, -0.97, 0.58)","(-0.15, -0.31, -0.12)","(5.81, 62.39, -49.78)"
194.36,"(9.76, -0.85, 0.45)","(-1.04, -0.88, 0.01)","(-1.36, 103.29, 7.59)"
194.38,"(9.77, -0.8, 0.39)","(-0.56, -0.38, 0.02)","(3.39, -92.82, -38.12)"
194.4,"(9.77, -0.81, 0.24)","(-1.48, -0.54, 0.55)","(5.15, 67.61, -59.13)"
194.42,"(9.77, -0.83, 0.19)","(-0.66, -0.16, 0.15)","(-0.86, -98.47, 19.42)"
194.44,"(9.77, -0.86, 0.07)","(-1.46, -0.27, 0.23)","(4.67, 3.14, -45.71)"
194.46,"(9.77, -0.88, 0.01)","(-0.67, -0.08, 0.01)","(-1.9, -41.61, 26.41)"
194.48,"(9.77, -0.92, -0.13)","(-1.41, -0.22, 0.08)","(4.84, -0.13, -54.33)"
194.5,"(9.76, -1.0, -0.25)","(-1.13, 0.02, 0.17)","(0.71, -23.7, -13.83)"
194.52,"(9.75, -1.04, -0.29)","(-0.44, 0.01, 0.08)","(-6.24, 1.99, 67.66)"
194.54,"(9.74, -1.09, -0.38)","(-0.7, 0.35, -0.08)","(6.47, -30.85, -97.21)"
194.56,"(9.74, -1.08, -0.4)","(-0.22, 0.25, -0.13)","(-6.2, 34.18, 67.89)"
193.3,"(9.69, -1.07, -1.11)","(0.26, -0.3, 0.14)","(-7.45, 5.49, -71.25)"
193.32,"(9.69, -1.14, -1.05)","(0.69, -0.43, 0.37)","(3.88, 12.7, 67.46)"
193.34,"(9.69, -1.17, -1.04)","(0.34, -0.14, 0.1)","(-6.5, -20.29, -89.52)"
193.36,"(9.68, -1.22, -1.0)","(0.76, -0.25, 0.14)","(2.06, -16.89, 39.31)"
193.38,"(9.68, -1.22, -0.98)","(0.67, 0.01, -0.15)","(-4.17, -1.87, -74.78)"
193.4,"(9.68, -1.23, -0.98)","(0.29, 0.07, -0.08)","(-1.1, 10.03, -19.13)"
193.42,"(9.68, -1.23, -0.98)","(0.62, 0.36, -0.23)","(-2.79, -28.41, -54.4)"
193.44,"(9.69, -1.23, -0.95)","(0.29, 0.38, -0.09)","(0.34, 24.36, 15.73)"
193.46,"(9.69, -1.24, -0.89)","(0.61, 0.88, -0.17)","(-4.5, -19.33, -59.96)"
193.48,"(9.69, -1.25, -0.89)","(0.22, 0.29, -0.01)","(3.35, 30.26, 56.43)"
193.5,"(9.69, -1.26, -0.91)","(0.42, 0.41, -0.06)","(-4.38, -4.63, -47.02)"
193.52,"(9.68, -1.25, -0.99)","(0.2, -0.15, -0.12)","(3.48, 12.41, 46.02)"
193.54,"(9.68, -1.24, -1.02)","(0.03, -0.28, -0.17)","(6.89, -24.9, 75.8)"
193.56,"(9.67, -1.22, -1.07)","(0.05, -0.63, -0.39)","(3.83, -19.61, 47.55)"
193.58,"(9.68, -1.15, -1.06)","(0.05, -0.26, -0.17)","(-0.1, 76.51, -2.99)"
193.6,"(9.72, -1.02, -0.89)","(-0.9, -0.95, -0.12)","(15.48, 46.84, 292.42)"
193.62,"(9.73, -0.98, -0.82)","(-0.58, -0.47, 0.02)","(-16.51, -40.37, -202.17)"
193.64,"(9.74, -0.94, -0.67)","(-1.59, -0.9, 0.33)","(-3.79, 51.5, 159.08)"
193.66,"(9.75, -0.94, -0.6)","(-0.78, -0.33, 0.2)","(-3.76, -56.49, -190.43)"
193.68,"(9.75, -0.98, -0.43)","(-1.74, -0.51, 0.23)","(-7.27, -10.97, 128.35)"
193.7,"(9.75, -1.0, -0.35)","(-0.79, -0.23, 0.07)","(3.64, -20.82, -143.58)"
193.72,"(9.75, -1.05, -0.2)","(-1.76, -0.46, -0.01)","(-10.33, -21.11, 116.6)"
193.74,"(9.75, -1.08, -0.13)","(-0.71, -0.12, 0.05)","(8.63, 14.63, -139.09)"
193.76,"(9.74, -1.19, 0.04)","(-1.33, -0.18, 0.13)","(-13.19, -31.6, 114.47)"
193.78,"(9.73, -1.24, 0.11)","(-0.51, -0.1, 0.06)","(9.8, 14.88, -108.23)"
193.8,"(9.73, -1.25, 0.32)","(-0.73, 0.33, -0.28)","(-6.05, 2.06, 35.49)"
193.82,"(9.72, -1.21, 0.56)","(-0.41, 0.82, -0.27)","(6.9, 41.66, -60.05)"
193.84,"(9.72, -1.18, 0.61)","(0.13, 0.64, -0.08)","(20.78, -6.54, -141.33)"
193.86,"(9.72, -1.1, 0.74)","(0.73, 1.75, -0.38)","(18.4, -11.88, -147.62)"
193.88,"(9.72, -1.06, 0.8)","(0.37, 0.82, -0.2)","(-17.17, -3.8, 118.41)"
193.9,"(9.72, -1.03, 0.79)","(0.65, 0.38, 0.44)","(-4.84, 93.75, 19.23)"
193.92,"(9.73, -1.02, 0.78)","(0.33, 0.12, 0.11)","(-3.7, -70.44, 45.52)"
193.94,"(9.73, -1.0, 0.72)","(0.74, 0.11, 0.02)","(3.25, -14.46, -33.23)"
193.96,"(9.73, -0.99, 0.72)","(0.39, -0.06, -0.12)","(-5.99, -33.71, 74.82)"
193.98,"(9.73, -0.99, 0.7)","(0.79, -0.3, -0.25)","(-2.61, -31.92, 35.1)"
194.0,"(9.74, -1.0, 0.68)","(0.27, -0.3, -0.08)","(-1.17, 26.49, 2.4)"
194.02,"(9.73, -1.04, 0.67)","(0.6, -0.74, 0.08)","(-9.66, -11.8, 87.89)"
194.04,"(9.73, -1.07, 0.68)","(0.25, -0.33, 0.13)","(5.67, 32.64, -65.01)"
194.06,"(9.72, -1.1, 0.69)","(0.33, -0.26, 0.17)","(-0.57, 5.66, 0.16)"
194.08,"(9.71, -1.16, 0.74)","(0.72, -0.41, 0.34)","(-7.97, -4.69, 54.79)"
194.1,"(9.71, -1.18, 0.75)","(0.37, -0.12, 0.08)","(10.96, -8.74, -83.83)"
194.12,"(9.71, -1.2, 0.77)","(0.77, -0.15, 0.03)","(-1.52, -18.81, 9.7)"
194.14,"(9.71, -1.19, 0.77)","(0.33, 0.01, -0.08)","(6.85, 20.58, -47.73)"
194.16,"(9.71, -1.17, 0.76)","(0.68, 0.26, -0.22)","(7.84, -28.44, -53.58)"
194.18,"(9.71, -1.17, 0.76)","(0.28, 0.16, -0.1)","(-2.99, 24.35, 18.74)"
194.2,"(9.71, -1.15, 0.8)","(0.66, 0.88, -0.19)","(11.18, -20.76, -87.24)"
194.22,"(9.71, -1.14, 0.82)","(0.28, 0.4, -0.07)","(-9.16, 25.84, 65.26)"
194.24,"(9.71, -1.14, 0.82)","(0.52, 0.67, -0.03)","(7.92, -1.86, -75.0)"
194.26,"(9.71, -1.13, 0.78)","(0.14, 0.01, -0.05)","(-10.69, 13.44, 91.86)"
194.28,"(9.72, -1.11, 0.67)","(0.2, -0.28, -0.2)","(0.48, -10.73, -7.99)"
194.3,"(9.73, -1.11, 0.64)","(0.02, -0.31, -0.19)","(-7.44, -19.45, 71.61)"
194.32,"(9.74, -1.04, 0.6)","(0.07, -0.64, -0.41)","(-7.13, 23.1, 69.53)"
194.34,"(9.74, -0.97, 0.58)","(-0.15, -0.31, -0.12)","(5.81, 62.39, -49.78)"
194.36,"(9.76, -0.85, 0.45)","(-1.04, -0.88, 0.01)","(-1.36, 103.29, 7.59)"
194.38,"(9.77, -0.8, 0.39)","(-0.56, -0.38, 0.02)","(3.39, -92.82, -38.12)"
194.4,"(9.77, -0.81, 0.24)","(-1.48, -0.54, 0.55)","(5.15, 67.61, -59.13)"
194.42,"(9.77, -0.83, 0.19)","(-0.66, -0.16, 0.15)","(-0.86, -98.47, 19.42)"
194.44,"(9.77, -0.86, 0.07)","(-1.46, -0.27, 0.23)","(4.67, 3.14, -45.71)"
194.46,"(9.77, -0.88, 0.01)","(-0.67, -0.08, 0.01)","(-1.9, -41.61, 26.41)"
194.48,"(9.77, -0.92, -0.13)","(-1.41, -0.22, 0.08)","(4.84, -0.13, -54.33)"
194.5,"(9.76, -1.0, -0.25)","(-1.13, 0.02, 0.17)","(0.71, -23.7, -13.83)"
194.52,"(9.75, -1.04, -0.29)","(-0.44, 0.01, 0.08)","(-6.24, 1.99, 67.66)"
194.54,"(9.74, -1.09, -0.38)","(-0.7, 0.35, -0.08)","(6.47, -30.85, -97.21)"
194.56,"(9.74, -1.08, -0.4)","(-0.22, 0.25, -0.13)","(-6.2, 34.18, 67.89)"
194.58,"(9.75, -1.05, -0.4)","(-0.13, 1.17, -0.22)","(4.22, 19.41, -151.67)"
194.6,"(9.76, -0.99, -0.3)","(0.52, 1.47, -0.27)","(-5.96, 21.09, 41.25)"
194.62,"(9.76, -0.96, -0.24)","(0.38, 0.84, -0.2)","(-2.67, -16.37, 80.7)"
194.64,"(9.76, -0.92, -0.2)","(0.68, 0.89, 0.1)","(-2.87, 60.38, -27.29)"
194.66,"(9.77, -0.91, -0.21)","(0.29, 0.17, 0.19)","(0.81, -14.47, 95.87)"
194.68,"(9.77, -0.9, -0.25)","(0.68, 0.16, 0.11)","(-0.92, -11.48, -33.67)"
194.7,"(9.77, -0.89, -0.28)","(0.7, 0.0, -0.1)","(2.47, -44.66, 46.78)"
194.72,"(9.77, -0.89, -0.29)","(0.37, -0.05, -0.12)","(1.24, -8.53, 32.0)"
194.74,"(9.76, -0.9, -0.31)","(0.65, -0.44, -0.2)","(2.35, -29.41, 60.61)"
194.76,"(9.76, -0.91, -0.32)","(0.26, -0.28, -0.08)","(-1.69, 24.57, -24.8)"
194.78,"(9.76, -0.97, -0.32)","(0.53, -0.67, 0.17)","(0.5, 7.11, 89.01)"
194.8,"(9.75, -1.02, -0.29)","(0.54, -0.52, 0.29)","(-2.13, 16.69, -7.31)"
194.82,"(9.75, -1.05, -0.27)","(0.31, -0.19, 0.16)","(-0.56, 3.37, -67.18)"
194.84,"(9.74, -1.11, -0.23)","(0.72, -0.31, 0.23)","(-0.9, -17.15, 39.83)"
194.86,"(9.74, -1.13, -0.22)","(0.34, -0.11, 0.07)","(0.84, 2.38, -61.55)"
194.88,"(9.74, -1.14, -0.21)","(0.7, -0.04, -0.09)","(0.52, -14.68, -14.37)"
194.9,"(9.74, -1.13, -0.2)","(0.63, 0.18, -0.19)","(1.51, -6.54, -52.13)"
194.92,"(9.74, -1.13, -0.21)","(0.28, 0.16, -0.1)","(-0.28, 13.76, -1.91)"
194.94,"(9.74, -1.12, -0.17)","(0.62, 0.7, -0.2)","(1.11, -19.74, -66.77)"
194.96,"(9.74, -1.12, -0.14)","(0.3, 0.42, -0.08)","(-1.46, 21.65, 44.12)"
194.98,"(9.74, -1.13, -0.13)","(0.51, 0.68, -0.06)","(-0.4, -3.72, -61.79)"
195.0,"(9.74, -1.14, -0.13)","(0.22, 0.29, -0.01)","(-0.64, 13.75, 61.53)"
195.02,"(9.74, -1.12, -0.22)","(0.22, -0.16, -0.13)","(-0.43, 5.72, -6.98)"
195.04,"(9.74, -1.11, -0.29)","(0.08, -0.48, -0.31)","(1.08, -43.64, 85.5)"
195.06,"(9.74, -1.11, -0.32)","(0.02, -0.29, -0.18)","(-0.12, 15.32, 2.11)"
195.08,"(9.75, -0.99, -0.31)","(-0.04, -0.61, -0.34)","(0.65, 79.98, 109.1)"
195.1,"(9.76, -0.93, -0.31)","(-0.35, -0.38, -0.06)","(-1.4, 2.95, -55.31)"
195.12,"(9.77, -0.82, -0.35)","(-1.22, -1.0, 0.06)","(-3.85, 71.22, 82.99)"
195.14,"(9.77, -0.8, -0.37)","(-0.65, -0.34, 0.18)","(2.06, -71.27, -118.32)"
195.16,"(9.77, -0.81, -0.41)","(-1.5, -0.58, 0.46)","(-2.33, 37.15, 19.05)"
195.18,"(9.76, -0.84, -0.42)","(-1.48, -0.34, 0.21)","(2.32, -68.2, -23.69)"
195.2,"(9.76, -0.86, -0.44)","(-0.68, -0.15, 0.05)","(1.94, -23.65, -28.71)"
195.22,"(9.76, -0.9, -0.48)","(-1.61, -0.37, 0.04)","(0.35, -18.88, 5.33)"
195.24,"(9.75, -0.93, -0.5)","(-0.68, -0.05, 0.08)","(0.73, 11.67, -24.28)"
195.26,"(9.74, -1.03, -0.51)","(-1.11, -0.07, 0.16)","(0.76, -44.94, 9.85)"
195.28,"(9.74, -1.08, -0.52)","(-0.48, -0.05, 0.07)","(-0.97, 21.01, 4.99)"
195.3,"(9.74, -1.08, -0.49)","(-0.6, 0.48, -0.29)","(3.26, -18.07, -69.73)"
195.32,"(9.74, -1.07, -0.46)","(-0.17, 0.37, -0.13)","(-1.81, 40.55, 17.42)"
195.34,"(9.75, -1.02, -0.36)","(0.11, 1.33, -0.18)","(2.19, 35.27, -121.29)"
195.36,"(9.76, -0.96, -0.25)","(0.73, 1.66, -0.39)","(-2.56, -25.23, -44.13)"
195.38,"(9.76, -0.93, -0.2)","(0.35, 0.73, -0.15)","(-2.42, 5.76, 117.23)"
195.4,"(9.77, -0.91, -0.21)","(0.65, 0.37, 0.44)","(-2.95, 95.64, 10.23)"
195.42,"(9.77, -0.91, -0.23)","(0.29, 0.1, 0.09)","(2.38, -77.67, 50.51)"
195.44,"(9.77, -0.89, -0.28)","(0.67, 0.11, 0.03)","(-1.02, -5.94, -33.97)"
195.46,"(9.77, -0.89, -0.28)","(0.35, -0.04, -0.1)","(3.15, -33.38, 70.62)"
195.48,"(9.76, -0.89, -0.29)","(0.81, -0.21, -0.25)","(1.68, -30.1, 28.12)"
195.5,"(9.76, -0.9, -0.31)","(0.27, -0.3, -0.09)","(-0.42, 20.27, 15.17)"
195.52,"(9.76, -0.95, -0.32)","(0.6, -0.71, 0.0)","(1.14, -12.54, 79.1)"
195.55,"(9.76, -0.97, -0.32)","(0.24, -0.32, 0.12)","(-2.48, 34.84, -60.19)"
195.57,"(9.75, -1.04, -0.28)","(0.62, -0.53, 0.33)","(-1.03, 5.28, 69.75)"
195.59,"(9.75, -1.09, -0.24)","(0.66, -0.34, 0.27)","(-1.13, -6.49, -29.14)"
195.61,"(9.74, -1.11, -0.23)","(0.34, -0.11, 0.07)","(0.96, -7.0, -69.91)"
195.63,"(9.74, -1.14, -0.21)","(0.75, -0.12, 0.0)","(-0.17, -15.72, 8.99)"
195.65,"(9.74, -1.13, -0.21)","(0.31, 0.01, -0.07)","(0.9, 15.63, -43.15)"
195.67,"(9.74, -1.13, -0.21)","(0.64, 0.25, -0.21)","(1.67, -26.43, -49.25)"
195.69,"(9.74, -1.12, -0.19)","(0.58, 0.52, -0.2)","(0.28, 0.4, -34.64)"
195.71,"(9.74, -1.12, -0.16)","(0.29, 0.41, -0.08)","(-1.19, 20.46, 28.12)"
195.73,"(9.74, -1.13, -0.13)","(0.56, 0.77, -0.1)","(-0.13, -9.97, -63.8)"
195.75,"(9.74, -1.13, -0.13)","(0.21, 0.28, -0.01)","(-0.89, 19.9, 64.85)"
195.77,"(9.74, -1.13, -0.19)","(0.3, 0.1, -0.1)","(-0.63, 1.18, -26.44)"
195.79,"(9.74, -1.11, -0.27)","(0.15, -0.34, -0.23)","(0.55, -19.7, 64.09)"
195.81,"(9.74, -1.11, -0.3)","(0.02, -0.3, -0.18)","(0.5, -4.73, 41.01)"
195.83,"(9.75, -1.03, -0.32)","(0.08, -0.62, -0.4)","(0.58, 38.73, 87.03)"
195.85,"(9.76, -0.96, -0.31)","(-0.24, -0.33, -0.08)","(-0.94, 38.46, -38.62)"
194.58,"(9.75, -1.05, -0.4)","(-0.13, 1.17, -0.22)","(4.22, 19.41, -151.67)"
194.6,"(9.76, -0.99, -0.3)","(0.52, 1.47, -0.27)","(-5.96, 21.09, 41.25)"
194.62,"(9.76, -0.96, -0.24)","(0.38, 0.84, -0.2)","(-2.67, -16.37, 80.7)"
194.64,"(9.76, -0.92, -0.2)","(0.68, 0.89, 0.1)","(-2.87, 60.38, -27.29)"
194.66,"(9.77, -0.91, -0.21)","(0.29, 0.17, 0.19)","(0.81, -14.47, 95.87)"
194.68,"(9.77, -0.9, -0.25)","(0.68, 0.16, 0.11)","(-0.92, -11.48, -33.67)"
194.7,"(9.77, -0.89, -0.28)","(0.7, 0.0, -0.1)","(2.47, -44.66, 46.78)"
194.72,"(9.77, -0.89, -0.29)","(0.37, -0.05, -0.12)","(1.24, -8.53, 32.0)"
194.74,"(9.76, -0.9, -0.31)","(0.65, -0.44, -0.2)","(2.35, -29.41, 60.61)"
194.76,"(9.76, -0.91, -0.32)","(0.26, -0.28, -0.08)","(-1.69, 24.57, -24.8)"
194.78,"(9.76, -0.97, -0.32)","(0.53, -0.67, 0.17)","(0.5, 7.11, 89.01)"
194.8,"(9.75, -1.02, -0.29)","(0.54, -0.52, 0.29)","(-2.13, 16.69, -7.31)"
194.82,"(9.75, -1.05, -0.27)","(0.31, -0.19, 0.16)","(-0.56, 3.37, -67.18)"
194.84,"(9.74, -1.11, -0.23)","(0.72, -0.31, 0.23)","(-0.9, -17.15, 39.83)"
194.86,"(9.74, -1.13, -0.22)","(0.34, -0.11, 0.07)","(0.84, 2.38, -61.55)"
194.88,"(9.74, -1.14, -0.21)","(0.7, -0.04, -0.09)","(0.52, -14.68, -14.37)"
194.9,"(9.74, -1.13, -0.2)","(0.63, 0.18, -0.19)","(1.51, -6.54, -52.13)"
194.92,"(9.74, -1.13, -0.21)","(0.28, 0.16, -0.1)","(-0.28, 13.76, -1.91)"
194.94,"(9.74, -1.12, -0.17)","(0.62, 0.7, -0.2)","(1.11, -19.74, -66.77)"
194.96,"(9.74, -1.12, -0.14)","(0.3, 0.42, -0.08)","(-1.46, 21.65, 44.12)"
194.98,"(9.74, -1.13, -0.13)","(0.51, 0.68, -0.06)","(-0.4, -3.72, -61.79)"
195.0,"(9.74, -1.14, -0.13)","(0.22, 0.29, -0.01)","(-0.64, 13.75, 61.53)"
195.02,"(9.74, -1.12, -0.22)","(0.22, -0.16, -0.13)","(-0.43, 5.72, -6.98)"
195.04,"(9.74, -1.11, -0.29)","(0.08, -0.48, -0.31)","(1.08, -43.64, 85.5)"
195.06,"(9.74, -1.11, -0.32)","(0.02, -0.29, -0.18)","(-0.12, 15.32, 2.11)"
195.08,"(9.75, -0.99, -0.31)","(-0.04, -0.61, -0.34)","(0.65, 79.98, 109.1)"
195.1,"(9.76, -0.93, -0.31)","(-0.35, -0.38, -0.06)","(-1.4, 2.95, -55.31)"
195.12,"(9.77, -0.82, -0.35)","(-1.22, -1.0, 0.06)","(-3.85, 71.22, 82.99)"
195.14,"(9.77, -0.8, -0.37)","(-0.65, -0.34, 0.18)","(2.06, -71.27, -118.32)"
195.16,"(9.77, -0.81, -0.41)","(-1.5, -0.58, 0.46)","(-2.33, 37.15, 19.05)"
195.18,"(9.76, -0.84, -0.42)","(-1.48, -0.34, 0.21)","(2.32, -68.2, -23.69)"
195.2,"(9.76, -0.86, -0.44)","(-0.68, -0.15, 0.05)","(1.94, -23.65, -28.71)"
195.22,"(9.76, -0.9, -0.48)","(-1.61, -0.37, 0.04)","(0.35, -18.88, 5.33)"
195.24,"(9.75, -0.93, -0.5)","(-0.68, -0.05, 0.08)","(0.73, 11.67, -24.28)"
195.26,"(9.74, -1.03, -0.51)","(-1.11, -0.07, 0.16)","(0.76, -44.94, 9.85)"
195.28,"(9.74, -1.08, -0.52)","(-0.48, -0.05, 0.07)","(-0.97, 21.01, 4.99)"
195.3,"(9.74, -1.08, -0.49)","(-0.6, 0.48, -0.29)","(3.26, -18.07, -69.73)"
195.32,"(9.74, -1.07, -0.46)","(-0.17, 0.37, -0.13)","(-1.81, 40.55, 17.42)"
195.34,"(9.75, -1.02, -0.36)","(0.11, 1.33, -0.18)","(2.19, 35.27, -121.29)"
195.36,"(9.76, -0.96, -0.25)","(0.73, 1.66, -0.39)","(-2.56, -25.23, -44.13)"
195.38,"(9.76, -0.93, -0.2)","(0.35, 0.73, -0.15)","(-2.42, 5.76, 117.23)"
195.4,"(9.77, -0.91, -0.21)","(0.65, 0.37, 0.44)","(-2.95, 95.64, 10.23)"
195.42,"(9.77, -0.91, -0.23)","(0.29, 0.1, 0.09)","(2.38, -77.67, 50.51)"
195.44,"(9.77, -0.89, -0.28)","(0.67, 0.11, 0.03)","(-1.02, -5.94, -33.97)"
195.46,"(9.77, -0.89, -0.28)","(0.35, -0.04, -0.1)","(3.15, -33.38, 70.62)"
195.48,"(9.76, -0.89, -0.29)","(0.81, -0.21, -0.25)","(1.68, -30.1, 28.12)"
195.5,"(9.76, -0.9, -0.31)","(0.27, -0.3, -0.09)","(-0.42, 20.27, 15.17)"
195.52,"(9.76, -0.95, -0.32)","(0.6, -0.71, 0.0)","(1.14, -12.54, 79.1)"
195.55,"(9.76, -0.97, -0.32)","(0.24, -0.32, 0.12)","(-2.48, 34.84, -60.19)"
195.57,"(9.75, -1.04, -0.28)","(0.62, -0.53, 0.33)","(-1.03, 5.28, 69.75)"
195.59,"(9.75, -1.09, -0.24)","(0.66, -0.34, 0.27)","(-1.13, -6.49, -29.14)"
195.61,"(9.74, -1.11, -0.23)","(0.34, -0.11, 0.07)","(0.96, -7.0, -69.91)"
195.63,"(9.74, -1.14, -0.21)","(0.75, -0.12, 0.0)","(-0.17, -15.72, 8.99)"
195.65,"(9.74, -1.13, -0.21)","(0.31, 0.01, -0.07)","(0.9, 15.63, -43.15)"
195.67,"(9.74, -1.13, -0.21)","(0.64, 0.25, -0.21)","(1.67, -26.43, -49.25)"
195.69,"(9.74, -1.12, -0.19)","(0.58, 0.52, -0.2)","(0.28, 0.4, -34.64)"
195.71,"(9.74, -1.12, -0.16)","(0.29, 0.41, -0.08)","(-1.19, 20.46, 28.12)"
195.73,"(9.74, -1.13, -0.13)","(0.56, 0.77, -0.1)","(-0.13, -9.97, -63.8)"
195.75,"(9.74, -1.13, -0.13)","(0.21, 0.28, -0.01)","(-0.89, 19.9, 64.85)"
195.77,"(9.74, -1.13, -0.19)","(0.3, 0.1, -0.1)","(-0.63, 1.18, -26.44)"
195.79,"(9.74, -1.11, -0.27)","(0.15, -0.34, -0.23)","(0.55, -19.7, 64.09)"
195.81,"(9.74, -1.11, -0.3)","(0.02, -0.3, -0.18)","(0.5, -4.73, 41.01)"
